States,Districts,Crop,Year,Area,Production,Yield
Madhya Pradesh,Satna,Rice,2014,104000,201330,1.94
Madhya Pradesh,Satna,Rice,2015,104000,242000,2.33
Madhya Pradesh,Satna,Rice,2016,120000,393330,3.28
Madhya Pradesh,Satna,Rice,2017,132000,324800,2.46
Madhya Pradesh,Satna,Rice,2018,174905,378045.33,2.16
Madhya Pradesh,Satna,Rice,2019,181916,507877.33,2.79
Madhya Pradesh,Satna,Rice,2020,239852,669624.67,2.79
Madhya Pradesh,Satna,Rice,2021,261336,775122,2.97
Madhya Pradesh,Satna,Rice,2022,265204,1102983,4.16
Madhya Pradesh,Sehore,Rice,2012,17300,45094,2.61
Madhya Pradesh,Sehore,Rice,2013,19660,61240,3.11
Madhya Pradesh,Sehore,Rice,2014,35000,119330,3.41
Madhya Pradesh,Sehore,Rice,2015,24000,98660,4.11
Madhya Pradesh,Sehore,Rice,2017,27500,66340,2.41
Madhya Pradesh,Sehore,Rice,2018,32728,73079.33,2.23
Madhya Pradesh,Sehore,Rice,2019,33420,146362.66,4.38
Madhya Pradesh,Sehore,Rice,2020,33939,148636,4.38
Madhya Pradesh,Sehore,Rice,2021,51420,133830,2.6
Madhya Pradesh,Sehore,Rice,2022,54632,243659,4.46
Madhya Pradesh,Seoni,Rice,2012,136546,281012,2.06
Madhya Pradesh,Seoni,Rice,2013,150237,440990,2.94
Madhya Pradesh,Seoni,Rice,2014,139000,199330,1.43
Madhya Pradesh,Seoni,Rice,2015,169000,242660,1.44
Madhya Pradesh,Seoni,Rice,2016,182000,450000,2.47
Madhya Pradesh,Seoni,Rice,2017,131100,317000,2.42
Madhya Pradesh,Seoni,Rice,2018,167043,245366,1.47
Madhya Pradesh,Seoni,Rice,2019,148740,278329.33,1.87
Madhya Pradesh,Seoni,Rice,2020,185166,382676.67,2.07
Madhya Pradesh,Seoni,Rice,2021,265243,591315.33,2.23
Madhya Pradesh,Seoni,Rice,2022,240842,805376,3.34
Madhya Pradesh,Shahdol,Rice,2012,111955,222074,1.98
Madhya Pradesh,Shahdol,Rice,2013,111790,247023,2.21
Madhya Pradesh,Shahdol,Rice,2014,113000,222000,1.96
Madhya Pradesh,Shahdol,Rice,2015,98000,168000,1.71
Madhya Pradesh,Shahdol,Rice,2016,116000,284000,2.45
Madhya Pradesh,Shahdol,Rice,2017,98100,136750,1.39
Madhya Pradesh,Shahdol,Rice,2018,141962,195965.33,1.38
Madhya Pradesh,Shahdol,Rice,2019,153235,345164,2.25
Madhya Pradesh,Shahdol,Rice,2020,167954,378318.67,2.25
Madhya Pradesh,Shahdol,Rice,2021,178089,298595.333,1.68
Madhya Pradesh,Shahdol,Rice,2022,178938,467923,2.62
Madhya Pradesh,Shajapur,Rice,2012,73,38,0.52
Madhya Pradesh,Shajapur,Rice,2013,44,17,0.39
Madhya Pradesh,Shajapur,Rice,2017,50,40,0.8
Madhya Pradesh,Shajapur,Rice,2018,4,2,0.5
Madhya Pradesh,Shajapur,Rice,2019,1,1.33,1.33
Madhya Pradesh,Shajapur,Rice,2020,1,1.33,1.33
Madhya Pradesh,Shajapur,Rice,2021,44,53.33,1.21
Madhya Pradesh,Shajapur,Rice,2022,57,111,1.95
Madhya Pradesh,Sheopur,Rice,2012,13473,49940,3.71
Madhya Pradesh,Sheopur,Rice,2013,15566,57589,3.7
Madhya Pradesh,Sheopur,Rice,2014,19000,42670,2.25
Madhya Pradesh,Sheopur,Rice,2015,19000,70000,3.68
Madhya Pradesh,Sheopur,Rice,2016,19000,46660,2.46
Madhya Pradesh,Sheopur,Rice,2017,20000,56700,2.84
Madhya Pradesh,Sheopur,Rice,2018,43127,168612,3.91
Madhya Pradesh,Sheopur,Rice,2019,56542,193182.66,3.42
Madhya Pradesh,Sheopur,Rice,2020,67435,230399.33,3.42
Madhya Pradesh,Sheopur,Rice,2021,55222,168317.33,3.05
Madhya Pradesh,Sheopur,Rice,2022,65610,286847,4.37
Madhya Pradesh,Shivpuri,Rice,2012,13399,19884,1.48
Madhya Pradesh,Shivpuri,Rice,2013,14634,17063,1.17
Madhya Pradesh,Shivpuri,Rice,2014,14000,17330,1.24
Madhya Pradesh,Shivpuri,Rice,2015,11000,27330,2.48
Madhya Pradesh,Shivpuri,Rice,2016,14000,39330,2.81
Madhya Pradesh,Shivpuri,Rice,2017,4400,10800,2.45
Madhya Pradesh,Shivpuri,Rice,2018,37369,63123.33,1.69
Madhya Pradesh,Shivpuri,Rice,2019,47886,126923.33,2.65
Madhya Pradesh,Shivpuri,Rice,2020,53742,142954,2.66
Madhya Pradesh,Shivpuri,Rice,2021,58607,102405.33,1.75
Madhya Pradesh,Shivpuri,Rice,2022,60849,216257,3.55
Madhya Pradesh,Sidhi,Rice,2012,68300,95523,1.4
Madhya Pradesh,Sidhi,Rice,2013,68714,101863,1.48
Madhya Pradesh,Sidhi,Rice,2014,56000,48000,0.86
Madhya Pradesh,Sidhi,Rice,2015,70000,99330,1.42
Madhya Pradesh,Sidhi,Rice,2016,70000,188000,2.69
Madhya Pradesh,Sidhi,Rice,2017,68500,121880,1.78
Madhya Pradesh,Sidhi,Rice,2018,90278,141312,1.57
Madhya Pradesh,Sidhi,Rice,2019,91836,195468.66,2.13
Madhya Pradesh,Sidhi,Rice,2020,113675,241952,2.13
Madhya Pradesh,Sidhi,Rice,2021,112741,336042.66,2.98
Madhya Pradesh,Sidhi,Rice,2022,110852,391862,3.54
Madhya Pradesh,Singrauli,Rice,2012,47452,142721,3.01
Madhya Pradesh,Singrauli,Rice,2013,47540,70835,1.49
Madhya Pradesh,Singrauli,Rice,2014,44000,78000,1.77
Madhya Pradesh,Singrauli,Rice,2015,48000,96000,2
Madhya Pradesh,Singrauli,Rice,2016,48000,160000,3.33
Madhya Pradesh,Singrauli,Rice,2017,45450,111620,2.46
Madhya Pradesh,Singrauli,Rice,2018,72347,179475.33,2.48
Madhya Pradesh,Singrauli,Rice,2019,85446,279352,3.27
Madhya Pradesh,Singrauli,Rice,2020,96483,315436,3.27
Madhya Pradesh,Singrauli,Rice,2021,98357,303990,3.09
Madhya Pradesh,Singrauli,Rice,2022,90760,278633,3.07
Madhya Pradesh,Tikamgarh,Rice,2012,11766,5604,0.48
Madhya Pradesh,Tikamgarh,Rice,2013,11414,4009,0.35
Madhya Pradesh,Tikamgarh,Rice,2014,13000,5330,0.41
Madhya Pradesh,Tikamgarh,Rice,2015,6000,660,0.11
Madhya Pradesh,Tikamgarh,Rice,2016,6000,6000,1
Madhya Pradesh,Tikamgarh,Rice,2017,4560,1640,0.36
Madhya Pradesh,Tikamgarh,Rice,2018,1443,848,0.59
Madhya Pradesh,Tikamgarh,Rice,2019,1060,673.33,0.64
Madhya Pradesh,Tikamgarh,Rice,2020,1192,953.33,0.8
Madhya Pradesh,Tikamgarh,Rice,2021,914,996.66,1.09
Madhya Pradesh,Tikamgarh,Rice,2022,806,1561,1.94
Madhya Pradesh,Ujjain,Rice,2018,11,7.33,0.67
Madhya Pradesh,Ujjain,Rice,2019,1,1.33,1.33
Madhya Pradesh,Ujjain,Rice,2020,14,14.67,1.05
Madhya Pradesh,Ujjain,Rice,2021,667,804,1.21
Madhya Pradesh,Ujjain,Rice,2022,38,75,1.97
Madhya Pradesh,Umaria,Rice,2012,40075,43260,1.08
Madhya Pradesh,Umaria,Rice,2013,40317,47310,1.17
Madhya Pradesh,Umaria,Rice,2014,49000,82000,1.67
Madhya Pradesh,Umaria,Rice,2015,39000,74000,1.9
Madhya Pradesh,Umaria,Rice,2016,51000,92660,1.82
Madhya Pradesh,Umaria,Rice,2017,35000,81660,2.33
Madhya Pradesh,Umaria,Rice,2018,71937,152036,2.11
Madhya Pradesh,Umaria,Rice,2019,72965,140585.33,1.93
Madhya Pradesh,Umaria,Rice,2020,84481,171778,2.03
Madhya Pradesh,Umaria,Rice,2021,87432,123279.33,1.41
Madhya Pradesh,Umaria,Rice,2022,89196,188650,2.12
Madhya Pradesh,Vidisha,Rice,2012,272,267,0.98
Madhya Pradesh,Vidisha,Rice,2013,1500,836,0.56
Madhya Pradesh,Vidisha,Rice,2014,4000,3330,0.83
Madhya Pradesh,Vidisha,Rice,2015,3000,4000,1.33
Madhya Pradesh,Vidisha,Rice,2017,10500,23800,2.27
Madhya Pradesh,Vidisha,Rice,2018,19950,15385.33,0.77
Madhya Pradesh,Vidisha,Rice,2019,22476,27983.33,1.25
Madhya Pradesh,Vidisha,Rice,2020,20367,38154,1.87
Madhya Pradesh,Vidisha,Rice,2021,57258,100774.66,1.76
Madhya Pradesh,Vidisha,Rice,2022,62920,178693,2.84
Madhya Pradesh,Vidisha,Rice,2016,2260000,5400540,2.39
Maharashtra,Ahilyanagar,Cotton(lint),2012,96200,88100,0.92
Maharashtra,Ahilyanagar,Cotton(lint),2013,104700,222400,2.12
Maharashtra,Ahilyanagar,Cotton(lint),2014,102600,96700,0.94
Maharashtra,Ahilyanagar,Cotton(lint),2015,73600,39000,0.53
Maharashtra,Ahilyanagar,Cotton(lint),2016,132400,139400,1.05
Maharashtra,Ahilyanagar,Cotton(lint),2017,132800,220600,1.66
Maharashtra,Ahilyanagar,Cotton(lint),2018,129932,48381,0.37
Maharashtra,Ahilyanagar,Cotton(lint),2019,159250,146932,0.92
Maharashtra,Ahilyanagar,Cotton(lint),2020,172800,399500,2.31
Maharashtra,Ahilyanagar,Cotton(lint),2021,162600,277400,1.71
Maharashtra,Ahilyanagar,Cotton(lint),2022,131229.17,255061.86,1.94
Maharashtra,Akola,Cotton(lint),2012,169400,324000,1.91
Maharashtra,Akola,Cotton(lint),2013,147300,343600,2.33
Maharashtra,Akola,Cotton(lint),2014,147000,122600,0.83
Maharashtra,Akola,Cotton(lint),2015,142900,194900,1.36
Maharashtra,Akola,Cotton(lint),2016,155100,442700,2.85
Maharashtra,Akola,Cotton(lint),2017,164550,240400,1.46
Maharashtra,Akola,Cotton(lint),2018,168836,419575,2.49
Maharashtra,Akola,Cotton(lint),2019,154440,380667,2.46
Maharashtra,Akola,Cotton(lint),2020,159100,335500,2.11
Maharashtra,Akola,Cotton(lint),2021,153000,305600,2
Maharashtra,Akola,Cotton(lint),2022,149868.87,362488.72,2.42
Maharashtra,Amravati,Cotton(lint),2012,191300,611500,3.2
Maharashtra,Amravati,Cotton(lint),2013,186700,633200,3.39
Maharashtra,Amravati,Cotton(lint),2014,196500,196200,1
Maharashtra,Amravati,Cotton(lint),2015,200000,417000,2.09
Maharashtra,Amravati,Cotton(lint),2016,200300,804000,4.01
Maharashtra,Amravati,Cotton(lint),2017,207457,380300,1.83
Maharashtra,Amravati,Cotton(lint),2018,209583,626027,2.99
Maharashtra,Amravati,Cotton(lint),2019,276078,460287,1.67
Maharashtra,Amravati,Cotton(lint),2020,276100,740400,2.68
Maharashtra,Amravati,Cotton(lint),2021,275800,618900,2.24
Maharashtra,Amravati,Cotton(lint),2022,272890.17,387477.41,1.42
Maharashtra,Beed,Cotton(lint),2012,329000,341000,1.04
Maharashtra,Beed,Cotton(lint),2013,338600,546400,1.61
Maharashtra,Beed,Cotton(lint),2014,373300,167600,0.45
Maharashtra,Beed,Cotton(lint),2015,334100,101000,0.3
Maharashtra,Beed,Cotton(lint),2016,341400,476940,1.4
Maharashtra,Beed,Cotton(lint),2017,348509,277800,0.8
Maharashtra,Beed,Cotton(lint),2018,377515,135247,0.36
Maharashtra,Beed,Cotton(lint),2019,384957,376379,0.98
Maharashtra,Beed,Cotton(lint),2020,375800,857000,2.28
Maharashtra,Beed,Cotton(lint),2021,313450,438900,1.4
Maharashtra,Beed,Cotton(lint),2022,273118,475708.51,1.74
Maharashtra,Bhandara,Cotton(lint),2017,38,100,2.63
Maharashtra,Bhandara,Cotton(lint),2018,4,10,2.5
Maharashtra,Bhandara,Cotton(lint),2019,107,287,2.68
Maharashtra,Bhandara,Cotton(lint),2020,500,1400,2.8
Maharashtra,Bhandara,Cotton(lint),2021,400,1200,3
Maharashtra,Bhandara,Cotton(lint),2022,439.06,1176.51,2.68
Maharashtra,Buldhana,Cotton(lint),2012,253900,346100,1.36
Maharashtra,Buldhana,Cotton(lint),2013,227900,639600,2.81
Maharashtra,Buldhana,Cotton(lint),2014,174300,132500,0.76
Maharashtra,Buldhana,Cotton(lint),2015,170700,165800,0.97
Maharashtra,Buldhana,Cotton(lint),2016,169550,516600,3.05
Maharashtra,Buldhana,Cotton(lint),2017,174539,180900,1.04
Maharashtra,Buldhana,Cotton(lint),2018,177928,308970,1.74
Maharashtra,Buldhana,Cotton(lint),2019,196553,157132,0.8
Maharashtra,Buldhana,Cotton(lint),2020,203500,475100,2.33
Maharashtra,Buldhana,Cotton(lint),2021,203800,547300,2.69
Maharashtra,Buldhana,Cotton(lint),2022,212220.31,542517.73,2.56
Maharashtra,Chandrapur,Cotton(lint),2012,107700,269900,2.51
Maharashtra,Chandrapur,Cotton(lint),2013,107100,202300,1.89
Maharashtra,Chandrapur,Cotton(lint),2014,123700,143900,1.16
Maharashtra,Chandrapur,Cotton(lint),2015,156900,203200,1.3
Maharashtra,Chandrapur,Cotton(lint),2016,162800,549300,3.37
Maharashtra,Chandrapur,Cotton(lint),2017,165040,325200,1.97
Maharashtra,Chandrapur,Cotton(lint),2018,153291,322452,2.1
Maharashtra,Chandrapur,Cotton(lint),2019,154660,371371,2.4
Maharashtra,Chandrapur,Cotton(lint),2020,154900,378400,2.44
Maharashtra,Chandrapur,Cotton(lint),2021,153700,351200,2.28
Maharashtra,Chandrapur,Cotton(lint),2022,152447.55,442486.06,2.9
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2012,379300,378400,1
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2013,422600,1036100,2.45
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2014,422600,244300,0.58
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2015,458000,271300,0.59
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2016,506500,992300,1.96
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2017,521353,415200,0.8
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2018,385441,374332,0.97
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2019,434491,611894,1.41
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2020,454600,840100,1.85
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2021,454600,498700,1.1
Maharashtra,Chhatrapati Sambhajinagar,Cotton(lint),2022,400404.99,452630.51,1.13
Maharashtra,Dharashiv,Cotton(lint),2012,26000,30400,1.17
Maharashtra,Dharashiv,Cotton(lint),2013,29300,57300,1.96
Maharashtra,Dharashiv,Cotton(lint),2014,29300,23000,0.78
Maharashtra,Dharashiv,Cotton(lint),2015,15400,6800,0.44
Maharashtra,Dharashiv,Cotton(lint),2016,13300,21100,1.59
Maharashtra,Dharashiv,Cotton(lint),2017,13448,8000,0.59
Maharashtra,Dharashiv,Cotton(lint),2018,16254,8251,0.51
Maharashtra,Dharashiv,Cotton(lint),2019,25198,13039,0.52
Maharashtra,Dharashiv,Cotton(lint),2020,20000,33200,1.66
Maharashtra,Dharashiv,Cotton(lint),2021,12900,17900,1.39
Maharashtra,Dharashiv,Cotton(lint),2022,2027.43,3026.29,1.49
Maharashtra,Dhule,Cotton(lint),2012,160500,260200,1.62
Maharashtra,Dhule,Cotton(lint),2013,173200,432700,2.5
Maharashtra,Dhule,Cotton(lint),2014,209900,258200,1.23
Maharashtra,Dhule,Cotton(lint),2015,228100,232600,1.02
Maharashtra,Dhule,Cotton(lint),2016,196100,345600,1.76
Maharashtra,Dhule,Cotton(lint),2017,200400,379400,1.89
Maharashtra,Dhule,Cotton(lint),2018,217874,210521,0.97
Maharashtra,Dhule,Cotton(lint),2019,239542,192984,0.81
Maharashtra,Dhule,Cotton(lint),2020,239100,501400,2.1
Maharashtra,Dhule,Cotton(lint),2021,250600,295900,1.18
Maharashtra,Dhule,Cotton(lint),2022,258513.52,545985.2,2.11
Maharashtra,Gadchiroli,Cotton(lint),2012,5100,9900,1.94
Maharashtra,Gadchiroli,Cotton(lint),2013,5300,8100,1.53
Maharashtra,Gadchiroli,Cotton(lint),2014,4200,7600,1.81
Maharashtra,Gadchiroli,Cotton(lint),2015,4100,6900,1.68
Maharashtra,Gadchiroli,Cotton(lint),2016,4900,14500,2.96
Maharashtra,Gadchiroli,Cotton(lint),2017,5654,22600,4
Maharashtra,Gadchiroli,Cotton(lint),2018,6897,14773,2.14
Maharashtra,Gadchiroli,Cotton(lint),2019,6702,20194,3.01
Maharashtra,Gadchiroli,Cotton(lint),2020,6900,17300,2.51
Maharashtra,Gadchiroli,Cotton(lint),2021,7200,17100,2.38
Maharashtra,Gadchiroli,Cotton(lint),2022,7106.81,16612.8,2.34
Maharashtra,Gondia,Cotton(lint),2019,2,5,2.5
Maharashtra,Gondia,Cotton(lint),2021,8,22,2.75
Maharashtra,Hingoli,Cotton(lint),2012,100900,242100,2.4
Maharashtra,Hingoli,Cotton(lint),2013,96000,192400,2
Maharashtra,Hingoli,Cotton(lint),2014,94700,85400,0.9
Maharashtra,Hingoli,Cotton(lint),2015,84200,46500,0.55
Maharashtra,Hingoli,Cotton(lint),2016,75000,157400,2.1
Maharashtra,Hingoli,Cotton(lint),2017,86974,134200,1.54
Maharashtra,Hingoli,Cotton(lint),2018,83681,163749,1.96
Maharashtra,Hingoli,Cotton(lint),2019,47011,118022,2.51
Maharashtra,Hingoli,Cotton(lint),2020,45700,85600,1.87
Maharashtra,Hingoli,Cotton(lint),2021,44900,78700,1.75
Maharashtra,Hingoli,Cotton(lint),2022,32475.94,78215.44,2.41
Maharashtra,Jalgaon,Cotton(lint),2012,558800,853300,1.53
Maharashtra,Jalgaon,Cotton(lint),2013,558800,1504000,2.69
Maharashtra,Jalgaon,Cotton(lint),2014,471100,768100,1.63
Maharashtra,Jalgaon,Cotton(lint),2015,461600,605900,1.31
Maharashtra,Jalgaon,Cotton(lint),2016,504200,1462300,2.9
Maharashtra,Jalgaon,Cotton(lint),2017,514300,834900,1.62
Maharashtra,Jalgaon,Cotton(lint),2018,503476,905203,1.8
Maharashtra,Jalgaon,Cotton(lint),2019,534101,502286,0.94
Maharashtra,Jalgaon,Cotton(lint),2020,540600,1402200,2.59
Maharashtra,Jalgaon,Cotton(lint),2021,489400,731200,1.49
Maharashtra,Jalgaon,Cotton(lint),2022,531076.79,1294918.6,2.44
Maharashtra,Jalna,Cotton(lint),2012,289000,190200,0.66
Maharashtra,Jalna,Cotton(lint),2013,298800,681400,2.28
Maharashtra,Jalna,Cotton(lint),2014,294200,159100,0.54
Maharashtra,Jalna,Cotton(lint),2015,286100,149100,0.52
Maharashtra,Jalna,Cotton(lint),2016,266400,698800,2.62
Maharashtra,Jalna,Cotton(lint),2017,279539,174600,0.62
Maharashtra,Jalna,Cotton(lint),2018,302725,347347,1.15
Maharashtra,Jalna,Cotton(lint),2019,330994,771154,2.33
Maharashtra,Jalna,Cotton(lint),2020,342500,785900,2.29
Maharashtra,Jalna,Cotton(lint),2021,333880,610800,1.83
Maharashtra,Jalna,Cotton(lint),2022,303128.95,687786.4,2.27
Maharashtra,Kolhapur,Cotton(lint),2017,13,12,0.92
Maharashtra,Latur,Cotton(lint),2012,5500,17800,3.24
Maharashtra,Latur,Cotton(lint),2013,4400,14200,3.23
Maharashtra,Latur,Cotton(lint),2014,3800,2700,0.71
Maharashtra,Latur,Cotton(lint),2015,3300,1600,0.48
Maharashtra,Latur,Cotton(lint),2016,2700,11800,4.37
Maharashtra,Latur,Cotton(lint),2017,3111,11700,3.76
Maharashtra,Latur,Cotton(lint),2018,5861,4963,0.85
Maharashtra,Latur,Cotton(lint),2019,6269,9557,1.52
Maharashtra,Latur,Cotton(lint),2020,7900,19800,2.51
Maharashtra,Latur,Cotton(lint),2021,7900,12600,1.59
Maharashtra,Latur,Cotton(lint),2022,7283.88,27221.14,3.74
Maharashtra,Nagpur,Cotton(lint),2012,89400,176700,1.98
Maharashtra,Nagpur,Cotton(lint),2013,92400,150400,1.63
Maharashtra,Nagpur,Cotton(lint),2014,111300,150200,1.35
Maharashtra,Nagpur,Cotton(lint),2015,126400,161400,1.28
Maharashtra,Nagpur,Cotton(lint),2016,136500,550200,4.03
Maharashtra,Nagpur,Cotton(lint),2017,145168,347600,2.39
Maharashtra,Nagpur,Cotton(lint),2018,142626,324685,2.28
Maharashtra,Nagpur,Cotton(lint),2019,153345,409516,2.67
Maharashtra,Nagpur,Cotton(lint),2020,158900,508200,3.2
Maharashtra,Nagpur,Cotton(lint),2021,158900,451800,2.84
Maharashtra,Nagpur,Cotton(lint),2022,214085.24,586809.06,2.74
Maharashtra,Nanded,Cotton(lint),2012,326600,527200,1.61
Maharashtra,Nanded,Cotton(lint),2013,321100,360900,1.12
Maharashtra,Nanded,Cotton(lint),2014,342300,176800,0.52
Maharashtra,Nanded,Cotton(lint),2015,352700,240600,0.68
Maharashtra,Nanded,Cotton(lint),2016,364300,635400,1.74
Maharashtra,Nanded,Cotton(lint),2017,299543,311700,1.04
Maharashtra,Nanded,Cotton(lint),2018,240876,364857,1.51
Maharashtra,Nanded,Cotton(lint),2019,244704,258461,1.06
Maharashtra,Nanded,Cotton(lint),2020,244700,412100,1.68
Maharashtra,Nanded,Cotton(lint),2021,234600,307300,1.31
Maharashtra,Nanded,Cotton(lint),2022,197291.42,333033.72,1.69
Maharashtra,Nandurbar,Cotton(lint),2012,79200,96500,1.22
Maharashtra,Nandurbar,Cotton(lint),2013,102200,149800,1.47
Maharashtra,Nandurbar,Cotton(lint),2014,118600,101200,0.85
Maharashtra,Nandurbar,Cotton(lint),2015,116600,110600,0.95
Maharashtra,Nandurbar,Cotton(lint),2016,85500,152100,1.78
Maharashtra,Nandurbar,Cotton(lint),2017,96600,192200,1.99
Maharashtra,Nandurbar,Cotton(lint),2018,111064,120233,1.08
Maharashtra,Nandurbar,Cotton(lint),2019,118092,186752,1.58
Maharashtra,Nandurbar,Cotton(lint),2020,121300,307700,2.54
Maharashtra,Nandurbar,Cotton(lint),2021,125900,172600,1.37
Maharashtra,Nandurbar,Cotton(lint),2022,129061,212362.09,1.65
Maharashtra,Nashik,Cotton(lint),2012,45700,76700,1.68
Maharashtra,Nashik,Cotton(lint),2013,46000,100800,2.19
Maharashtra,Nashik,Cotton(lint),2014,46000,44700,0.97
Maharashtra,Nashik,Cotton(lint),2015,43300,26900,0.62
Maharashtra,Nashik,Cotton(lint),2016,46700,158500,3.39
Maharashtra,Nashik,Cotton(lint),2017,65400,144100,2.2
Maharashtra,Nashik,Cotton(lint),2018,62430,30849,0.49
Maharashtra,Nashik,Cotton(lint),2019,64192,75784,1.18
Maharashtra,Nashik,Cotton(lint),2020,66300,179100,2.7
Maharashtra,Nashik,Cotton(lint),2021,62200,125300,2.01
Maharashtra,Nashik,Cotton(lint),2022,40082.15,112437.26,2.81
Maharashtra,Parbhani,Cotton(lint),2012,273600,548000,2
Maharashtra,Parbhani,Cotton(lint),2013,265900,559000,2.1
Maharashtra,Parbhani,Cotton(lint),2014,273500,204800,0.75
Maharashtra,Parbhani,Cotton(lint),2015,272200,107700,0.4
Maharashtra,Parbhani,Cotton(lint),2016,167630,768376,4.58
Maharashtra,Parbhani,Cotton(lint),2017,185129,367600,1.99
Maharashtra,Parbhani,Cotton(lint),2018,199869,327347,1.64
Maharashtra,Parbhani,Cotton(lint),2019,214404,297153,1.39
Maharashtra,Parbhani,Cotton(lint),2020,214400,390700,1.82
Maharashtra,Parbhani,Cotton(lint),2021,219000,396400,1.81
Maharashtra,Parbhani,Cotton(lint),2022,182292.98,533158.21,2.92
Maharashtra,Pune,Cotton(lint),2019,14,478,34.14
Maharashtra,Pune,Cotton(lint),2020,41,97,2.37
Maharashtra,Pune,Cotton(lint),2021,30,149,4.97
Maharashtra,Pune,Cotton(lint),2022,423.1,1017,2.4
Maharashtra,Sangli,Cotton(lint),2012,2600,8700,3.35
Maharashtra,Sangli,Cotton(lint),2013,2800,6200,2.21
Maharashtra,Sangli,Cotton(lint),2014,1400,1400,1
Maharashtra,Sangli,Cotton(lint),2015,1000,500,0.5
Maharashtra,Sangli,Cotton(lint),2016,600,1800,3
Maharashtra,Sangli,Cotton(lint),2017,254,200,0.79
Maharashtra,Sangli,Cotton(lint),2018,178,251,1.41
Maharashtra,Sangli,Cotton(lint),2019,95,179,1.88
Maharashtra,Sangli,Cotton(lint),2020,160,80,0.5
Maharashtra,Sangli,Cotton(lint),2022,125,278.79,2.23
Maharashtra,Satara,Cotton(lint),2012,100,300,3
Maharashtra,Satara,Cotton(lint),2013,200,500,2.5
Maharashtra,Satara,Cotton(lint),2014,100,100,1
Maharashtra,Satara,Cotton(lint),2015,100,30,0.3
Maharashtra,Satara,Cotton(lint),2016,100,200,2
Maharashtra,Satara,Cotton(lint),2017,85,100,1.18
Maharashtra,Satara,Cotton(lint),2018,21,37,1.76
Maharashtra,Satara,Cotton(lint),2019,14,26,1.86
Maharashtra,Satara,Cotton(lint),2020,9,5,0.56
Maharashtra,Satara,Cotton(lint),2021,162,243,1.5
Maharashtra,Satara,Cotton(lint),2022,503.36,1088.81,2.16
Maharashtra,Solapur,Cotton(lint),2012,500,1700,3.4
Maharashtra,Solapur,Cotton(lint),2013,500,700,1.4
Maharashtra,Solapur,Cotton(lint),2014,600,1200,2
Maharashtra,Solapur,Cotton(lint),2015,900,700,0.78
Maharashtra,Solapur,Cotton(lint),2016,900,1370,1.52
Maharashtra,Solapur,Cotton(lint),2017,300,400,1.33
Maharashtra,Solapur,Cotton(lint),2018,163,88,0.54
Maharashtra,Solapur,Cotton(lint),2019,521,240,0.46
Maharashtra,Solapur,Cotton(lint),2020,400,900,2.25
Maharashtra,Solapur,Cotton(lint),2021,300,400,1.33
Maharashtra,Solapur,Cotton(lint),2022,413.96,667.8,1.61
Maharashtra,Wardha,Cotton(lint),2012,172400,324900,1.88
Maharashtra,Wardha,Cotton(lint),2013,176900,254500,1.44
Maharashtra,Wardha,Cotton(lint),2014,207700,184600,0.89
Maharashtra,Wardha,Cotton(lint),2015,223400,320900,1.44
Maharashtra,Wardha,Cotton(lint),2016,240500,718900,2.99
Maharashtra,Wardha,Cotton(lint),2017,251062,628500,2.5
Maharashtra,Wardha,Cotton(lint),2018,243002,655247,2.7
Maharashtra,Wardha,Cotton(lint),2019,250759,689607,2.75
Maharashtra,Wardha,Cotton(lint),2020,243500,594900,2.44
Maharashtra,Wardha,Cotton(lint),2021,253100,752100,2.97
Maharashtra,Wardha,Cotton(lint),2022,254370.99,625617.97,2.46
Maharashtra,Washim,Cotton(lint),2012,56700,88000,1.55
Maharashtra,Washim,Cotton(lint),2013,34500,37300,1.08
Maharashtra,Washim,Cotton(lint),2014,20200,16800,0.83
Maharashtra,Washim,Cotton(lint),2015,18700,19600,1.05
Maharashtra,Washim,Cotton(lint),2016,18400,37500,2.04
Maharashtra,Washim,Cotton(lint),2017,19252,17700,0.92
Maharashtra,Washim,Cotton(lint),2018,19679,35638,1.81
Maharashtra,Washim,Cotton(lint),2019,21440,36081,1.68
Maharashtra,Washim,Cotton(lint),2020,21800,81800,3.75
Maharashtra,Washim,Cotton(lint),2021,18200,60400,3.32
Maharashtra,Washim,Cotton(lint),2022,19518.47,41327.47,2.12
Maharashtra,Yavatmal,Cotton(lint),2012,467600,981400,2.1
Maharashtra,Yavatmal,Cotton(lint),2013,416300,700400,1.68
Maharashtra,Yavatmal,Cotton(lint),2014,421000,287400,0.68
Maharashtra,Yavatmal,Cotton(lint),2015,432900,483400,1.12
Maharashtra,Yavatmal,Cotton(lint),2016,420700,1097900,2.61
Maharashtra,Yavatmal,Cotton(lint),2017,470300,477500,1.02
Maharashtra,Yavatmal,Cotton(lint),2018,459532,844084,1.84
